data,v_vento,t_med
1997-06-01,1.50,11.29
1997-06-02,1.13,10.75
1997-06-03,1.26,11.85
1997-06-04,1.18,12.63
1997-06-05,2.22,14.24
1997-06-06,2.47,15.95
1997-06-07,2.64,10.99
1997-06-08,2.40,7.88
1997-06-09,1.05,8.18
1997-06-10,1.03,9.40
1997-06-11,1.15,7.45
1997-06-12,2.53,14.56
1997-06-13,1.90,16.98
1997-06-14,3.37,15.80
1997-06-15,2.72,15.00
1997-06-16,3.44,10.92
1997-06-17,0.90,7.97
1997-06-18,1.56,11.85
1997-06-19,2.03,16.59
1997-06-20,2.60,15.05
1997-06-21,2.85,20.21
1997-06-22,2.52,19.83
1997-06-23,2.47,19.62
1997-06-24,2.42,19.35
1997-06-25,1.73,17.89
1997-06-26,2.71,18.38
1997-06-27,2.55,16.47
1997-06-28,1.60,12.90
1997-06-29,1.29,13.47
1997-06-30,2.20,11.04
1997-07-01,1.22,11.60
1997-07-02,2.46,16.96
1997-07-03,1.47,15.45
1997-07-04,2.67,17.35
1997-07-05,1.85,13.12
1997-07-06,0.81,13.56
1997-07-07,6.93,16.48
1997-07-08,1.15,15.84
1997-07-09,2.07,15.45
1997-07-10,1.16,14.79
1997-07-11,0.77,15.22
1997-07-12,1.34,14.15
1997-07-13,0.92,13.33
1997-07-14,1.18,15.95
1997-07-15,0.92,15.68
1997-07-16,1.37,15.48
1997-07-17,1.40,16.85
1997-07-18,2.28,17.73
1997-07-19,1.51,15.85
1997-07-20,1.69,15.35
1997-07-21,2.50,14.03
1997-07-22,1.12,12.76
1997-07-23,1.00,11.90
1997-07-24,1.41,13.08
1997-07-25,1.20,13.87
1997-07-26,1.31,13.92
1997-07-27,1.21,12.67
1997-07-28,1.28,13.29
1997-07-29,1.29,13.54
1997-07-30,1.78,14.00
1997-07-31,1.47,14.10
1997-08-01,0.99,16.84
1997-08-02,1.31,17.93
1997-08-03,2.69,18.48
1997-08-04,2.05,17.81
1997-08-05,1.95,13.39
1997-08-06,1.68,11.32
1997-08-07,1.30,15.88
1997-08-08,3.78,13.57
1997-08-09,2.35,11.29
1997-08-10,1.23,10.23
1997-08-11,1.25,11.07
1997-08-12,0.72,12.77
1997-08-13,1.12,14.70
1997-08-14,1.53,14.67
1997-08-15,1.73,16.10
1997-08-16,2.31,16.63
1997-08-17,2.02,16.20
1997-08-18,1.71,16.78
1997-08-19,1.95,18.41
1997-08-20,1.61,18.05
1997-08-21,1.94,18.23
1997-08-22,1.39,17.67
1997-08-23,1.52,17.42
1997-08-24,1.60,16.85
1997-08-25,0.99,14.24
1997-08-26,0.95,15.87
1997-08-27,1.11,16.89
1997-08-28,0.94,17.45
1997-08-29,0.89,16.99
1997-08-30,1.53,15.92
1997-08-31,1.42,18.20
1997-09-01,1.00,16.83
1997-09-02,1.48,18.56
1997-09-03,1.79,17.48
1997-09-04,1.46,17.55
1997-09-05,2.25,16.06
1997-09-06,1.55,17.99
1997-09-07,1.06,16.18
1997-09-08,1.19,20.11
1997-09-09,2.69,22.36
1997-09-10,1.58,20.50
1997-09-11,2.17,16.15
1997-09-12,1.82,16.56
1997-09-13,1.45,19.98
1997-09-14,2.18,21.69
1997-09-15,2.45,17.95
1997-09-16,1.35,15.32
1997-09-17,1.00,16.90
1997-09-18,1.08,18.08
1997-09-19,1.39,17.85
1997-09-20,1.67,16.32
1997-09-21,1.27,17.13
1997-09-22,1.39,17.42
1997-09-23,0.83,16.75
1997-09-24,0.96,19.02
1997-09-25,1.41,17.44
