data,v_vento,t_med
1999-01-01,1.09,24.97
1999-01-02,0.50,25.00
1999-01-03,0.81,25.89
1999-01-04,0.52,25.21
1999-01-05,0.45,24.20
1999-01-06,0.43,22.44
1999-01-07,0.83,21.42
1999-01-08,0.46,20.52
1999-01-09,0.60,21.86
1999-01-10,0.45,22.38
1999-01-11,0.42,21.37
1999-01-12,0.48,20.31
1999-01-13,0.81,22.16
1999-01-14,0.60,24.33
1999-01-15,0.95,24.74
1999-01-16,0.45,23.07
1999-01-17,0.43,22.61
1999-01-18,0.55,25.80
1999-01-19,0.77,26.83
1999-01-20,0.94,28.38
1999-01-21,0.66,24.13
1999-01-22,,
1999-01-23,,
1999-01-24,,
1999-01-25,,
1999-01-26,,
1999-01-27,,
1999-01-28,1.22,29.48
1999-01-29,0.57,27.08
1999-01-30,0.70,25.72
1999-01-31,0.92,25.83
1999-02-01,1.03,25.07
1999-02-02,0.82,22.88
1999-02-03,0.93,25.02
1999-02-04,0.79,27.97
1999-02-05,0.95,27.30
1999-02-06,1.01,26.85
1999-02-07,0.65,25.49
1999-02-08,0.35,24.05
1999-02-09,0.45,23.25
1999-02-10,0.47,22.43
1999-02-11,0.76,24.61
1999-02-12,0.70,23.35
1999-02-13,0.52,25.22
1999-02-14,0.82,24.12
1999-02-15,0.63,22.98
1999-02-16,0.48,24.99
1999-02-17,0.60,24.90
1999-02-18,0.48,24.40
1999-02-19,0.61,23.75
1999-02-20,0.69,23.65
1999-02-21,0.70,23.61
1999-02-22,0.44,23.79
1999-02-23,0.67,23.70
1999-02-24,0.47,24.00
1999-02-25,0.67,24.82
1999-02-26,0.02,25.67
1999-02-27,0.00,25.83
1999-02-28,0.00,26.04
1999-03-01,0.00,26.10
1999-03-02,0.00,26.79
1999-03-03,0.00,25.96
1999-03-04,0.00,24.02
1999-03-05,0.00,24.36
1999-03-06,0.00,24.09
1999-03-07,0.00,24.38
1999-03-08,0.00,24.91
1999-03-09,0.00,25.79
1999-03-10,0.00,27.14
1999-03-11,0.00,24.33
1999-03-12,0.00,23.03
1999-03-13,0.00,21.07
1999-03-14,0.00,22.26
1999-03-15,0.00,22.33
1999-03-16,0.00,22.99
1999-03-17,0.00,23.60
1999-03-18,0.00,24.54
1999-03-19,0.00,24.90
1999-03-20,0.00,26.02
1999-03-21,0.00,25.02
1999-03-22,0.00,23.40
1999-03-23,0.00,23.82
1999-03-24,0.00,25.12
1999-03-25,0.00,26.80
1999-03-26,0.00,25.33
1999-03-27,0.00,27.02
1999-03-28,0.00,28.20
1999-03-29,0.00,26.55
1999-03-30,0.00,23.54
1999-03-31,0.00,21.95
1999-04-01,0.00,22.93
1999-04-02,0.00,26.38
1999-04-03,0.00,26.02
1999-04-04,0.00,25.34
1999-04-05,0.00,26.07
1999-04-06,0.00,25.85
1999-04-07,0.00,23.01
1999-04-08,0.00,22.31
1999-04-09,0.00,20.08
1999-04-10,0.00,19.83
1999-04-11,0.00,21.91
1999-04-12,0.00,22.49
1999-04-13,0.00,22.91
1999-04-14,0.00,22.19
1999-04-15,0.00,22.32
1999-04-16,0.00,21.85
1999-04-17,0.00,15.62
1999-04-18,0.00,13.52
1999-04-19,0.00,15.70
1999-04-20,0.00,17.40
1999-04-21,0.16,18.77
1999-04-22,0.28,21.01
1999-04-23,0.88,21.46
1999-04-24,0.94,20.70
1999-04-25,1.00,19.83
1999-04-26,0.65,19.33
1999-04-27,0.57,18.85
1999-04-28,0.33,19.11
1999-04-29,0.75,20.55
1999-04-30,0.71,21.23
1999-05-01,0.70,20.88
1999-05-02,0.57,21.90
1999-05-03,0.74,21.34
1999-05-04,0.82,22.27
1999-05-05,0.98,21.27
