data,v_vento,t_med
1997-06-01,1.48,11.02
1997-06-02,1.65,12.00
1997-06-03,5.18,12.00
1997-06-04,1.35,12.63
1997-06-05,1.71,13.71
1997-06-06,4.00,15.67
1997-06-07,5.45,10.59
1997-06-08,4.47,8.33
1997-06-09,1.35,10.37
1997-06-10,1.26,10.14
1997-06-11,1.53,9.50
1997-06-12,1.67,13.35
1997-06-13,2.05,16.49
1997-06-14,4.03,15.71
1997-06-15,3.69,14.63
1997-06-16,4.80,11.25
1997-06-17,2.71,13.27
1997-06-18,2.00,11.69
1997-06-19,3.00,14.67
1997-06-20,3.24,15.00
1997-06-21,4.67,20.79
1997-06-22,3.79,21.16
1997-06-23,3.18,20.77
1997-06-24,3.54,20.83
1997-06-25,3.76,20.33
1997-06-26,4.60,18.69
1997-06-27,2.53,13.45
1997-06-28,1.68,9.44
1997-06-29,1.58,9.90
1997-06-30,0.85,9.00
1997-07-01,1.02,8.32
1997-07-02,3.85,17.47
1997-07-03,3.61,17.28
1997-07-04,3.69,16.61
1997-07-05,1.82,11.54
1997-07-06,2.39,14.76
1997-07-07,1.84,13.93
1997-07-08,1.89,15.48
1997-07-09,1.42,16.04
1997-07-10,1.65,16.38
1997-07-11,1.55,16.81
1997-07-12,1.89,16.29
1997-07-13,2.81,16.72
1997-07-14,2.31,18.16
1997-07-15,2.05,18.86
1997-07-16,2.03,18.62
1997-07-17,1.65,16.00
1997-07-18,1.97,13.82
1997-07-19,2.31,16.26
1997-07-20,1.50,15.43
1997-07-21,2.78,13.19
1997-07-22,2.23,13.74
1997-07-23,1.96,11.84
1997-07-24,1.75,12.01
1997-07-25,1.61,13.41
1997-07-26,1.39,13.92
1997-07-27,1.89,15.32
1997-07-28,1.37,15.61
1997-07-29,1.84,16.18
1997-07-30,1.66,16.43
1997-07-31,2.65,18.79
1997-08-01,3.02,20.21
1997-08-02,1.19,16.58
1997-08-03,3.33,18.77
1997-08-04,2.55,15.72
1997-08-05,2.77,8.96
1997-08-06,2.00,11.38
1997-08-07,2.00,14.99
1997-08-08,2.78,11.88
1997-08-09,2.02,9.09
1997-08-10,1.95,8.56
1997-08-11,1.76,12.06
1997-08-12,1.11,13.50
1997-08-13,1.31,14.03
1997-08-14,1.72,14.43
1997-08-15,2.55,17.42
1997-08-16,2.47,18.23
1997-08-17,2.22,17.60
1997-08-18,2.67,18.52
1997-08-19,2.32,20.45
1997-08-20,2.44,19.98
1997-08-21,2.69,14.22
1997-08-22,1.33,14.38
1997-08-23,1.19,16.49
1997-08-24,1.90,15.31
1997-08-25,1.67,12.51
1997-08-26,1.25,14.95
1997-08-27,1.14,17.06
1997-08-28,0.86,18.44
1997-08-29,1.42,17.52
1997-08-30,1.87,17.70
1997-08-31,1.48,19.61
1997-09-01,1.27,20.49
1997-09-02,1.80,20.98
1997-09-03,2.05,19.80
1997-09-04,2.43,19.98
1997-09-05,3.57,17.66
1997-09-06,1.92,15.88
1997-09-07,2.04,17.52
1997-09-08,3.01,22.09
1997-09-09,4.70,26.83
1997-09-10,2.45,14.67
1997-09-11,1.63,12.54
1997-09-12,2.85,12.52
1997-09-13,3.01,20.25
1997-09-14,3.35,20.23
1997-09-15,1.20,12.98
1997-09-16,1.57,12.93
1997-09-17,1.69,15.80
1997-09-18,2.22,13.89
1997-09-19,2.59,14.08
1997-09-20,1.88,15.03
1997-09-21,1.44,16.46
1997-09-22,2.49,13.48
1997-09-23,1.87,15.50
1997-09-24,1.75,18.83
1997-09-25,2.22,15.45
1997-09-26,2.23,13.16
1997-09-27,2.77,13.73
1997-09-28,1.70,18.33
1997-09-29,1.50,16.90
1997-09-30,2.00,17.16
1997-10-01,3.15,17.95
1997-10-02,4.23,16.42
1997-10-03,3.15,12.50
1997-10-04,3.48,14.32
1997-10-05,3.54,19.56
1997-10-06,1.76,13.37
1997-10-07,2.08,11.51
1997-10-08,2.48,12.58
1997-10-09,2.40,17.64
1997-10-10,2.43,17.02
1997-10-11,1.86,16.12
1997-10-12,1.50,18.50
1997-10-13,1.81,20.53
1997-10-14,2.21,18.61
1997-10-15,2.35,20.91
1997-10-16,1.83,16.27
1997-10-17,2.88,12.80
1997-10-18,2.64,13.97
1997-10-19,3.12,14.60
1997-10-20,3.13,15.11
1997-10-21,2.34,14.83
1997-10-22,1.86,14.88
1997-10-23,2.41,16.67
1997-10-24,2.47,19.55
1997-10-25,1.84,18.71
1997-10-26,1.40,18.66
1997-10-27,2.26,20.30
1997-10-28,2.86,22.34
1997-10-29,2.25,22.35
1997-10-30,2.33,17.68
1997-10-31,1.83,19.51
1997-11-01,1.94,20.91
1997-11-02,2.37,20.53
1997-11-03,2.63,21.96
1997-11-04,2.35,17.39
1997-11-05,2.29,18.52
1997-11-06,1.80,20.30
1997-11-07,1.69,21.61
1997-11-08,1.77,21.45
1997-11-09,1.91,23.76
1997-11-10,2.06,23.81
1997-11-11,1.81,22.52
1997-11-12,3.56,21.20
1997-11-13,3.77,21.22
1997-11-14,2.03,17.71
1997-11-15,2.02,15.04
1997-11-16,2.13,15.95
1997-11-17,2.83,16.24
1997-11-18,3.27,14.87
1997-11-19,2.58,15.38
1997-11-20,2.37,17.65
1997-11-21,3.07,19.08
1997-11-22,1.75,19.57
1997-11-23,1.90,20.61
1997-11-24,1.84,21.99
1997-11-25,2.62,17.97
1997-11-26,2.25,18.88
1997-11-27,2.71,20.38
1997-11-28,2.04,19.39
1997-11-29,2.72,17.07
1997-11-30,1.88,17.73
1997-12-01,1.76,16.99
1997-12-02,1.71,18.39
1997-12-03,2.31,21.38
1997-12-04,2.47,21.61
1997-12-05,1.60,20.84
1997-12-06,2.28,19.72
1997-12-07,1.78,18.41
1997-12-08,1.46,20.65
1997-12-09,2.06,21.58
1997-12-10,2.33,20.97
1997-12-11,2.14,18.82
1997-12-12,1.83,20.78
1997-12-13,2.43,22.95
1997-12-14,2.61,21.07
1997-12-15,3.74,21.22
1997-12-16,2.20,18.29
1997-12-17,2.92,16.62
1997-12-18,2.95,17.33
1997-12-19,3.07,22.27
1997-12-20,3.12,24.38
1997-12-21,1.90,23.78
1997-12-22,2.90,24.86
1997-12-23,4.16,26.25
1997-12-24,1.70,22.42
1997-12-25,2.04,22.54
1997-12-26,1.56,24.17
1997-12-27,2.52,25.47
1997-12-28,2.24,22.27
1997-12-29,2.12,22.47
1997-12-30,3.04,23.82
1997-12-31,2.39,21.56
1998-01-01,2.12,21.93
1998-01-02,2.00,22.20
1998-01-03,1.83,21.48
1998-01-04,1.67,22.08
1998-01-05,2.05,22.60
1998-01-06,2.73,24.22
1998-01-07,2.94,21.33
1998-01-08,3.42,14.49
1998-01-09,2.91,15.45
1998-01-10,2.13,16.53
1998-01-11,1.75,19.73
1998-01-12,2.77,23.25
1998-01-13,2.06,23.57
1998-01-14,2.15,23.35
1998-01-15,2.51,22.31
1998-01-16,2.37,20.96
1998-01-17,2.97,22.55
1998-01-18,1.60,23.63
1998-01-19,2.76,22.20
1998-01-20,2.54,22.92
1998-01-21,1.87,22.88
1998-01-22,2.52,24.88
1998-01-23,2.40,24.61
1998-01-24,2.88,24.17
1998-01-25,1.32,23.25
1998-01-26,1.99,22.73
1998-01-27,2.11,23.38
