data,v_vento,t_med
1997-06-01,4.81,10.03
1997-06-02,3.68,10.68
1997-06-03,3.18,11.76
1997-06-04,2.74,12.08
1997-06-05,2.14,12.87
1997-06-06,3.70,13.55
1997-06-07,5.54,6.98
1997-06-08,3.99,4.35
1997-06-09,2.26,7.13
1997-06-10,2.99,9.48
1997-06-11,2.72,9.58
1997-06-12,2.74,14.10
1997-06-13,4.64,16.38
1997-06-14,3.45,14.32
1997-06-15,2.65,11.01
1997-06-16,2.99,8.14
1997-06-17,1.61,10.00
1997-06-18,3.66,12.43
1997-06-19,4.09,15.78
1997-06-20,3.08,13.80
1997-06-21,3.74,19.71
1997-06-22,3.15,19.38
1997-06-23,2.84,20.31
1997-06-24,2.58,19.08
1997-06-25,3.01,19.17
1997-06-26,2.88,17.64
1997-06-27,1.55,14.07
1997-06-28,2.62,9.86
1997-06-29,2.20,10.05
1997-06-30,1.96,9.73
1997-07-01,3.50,9.02
1997-07-02,4.43,17.37
1997-07-03,2.93,16.55
1997-07-04,3.14,15.11
1997-07-05,4.41,12.32
1997-07-06,2.40,13.78
1997-07-07,2.43,15.93
1997-07-08,3.50,15.70
1997-07-09,3.21,15.89
1997-07-10,2.21,15.67
1997-07-11,1.70,15.27
1997-07-12,2.96,14.15
1997-07-13,2.17,14.83
1997-07-14,1.71,15.89
1997-07-15,2.55,17.34
1997-07-16,3.17,16.65
1997-07-17,3.03,15.04
1997-07-18,2.71,13.90
1997-07-19,3.75,16.11
1997-07-20,2.75,13.52
1997-07-21,2.33,11.98
1997-07-22,1.61,11.81
1997-07-23,2.90,11.00
1997-07-24,4.50,11.92
1997-07-25,4.10,13.57
1997-07-26,3.36,13.71
1997-07-27,1.81,13.08
1997-07-28,1.95,14.08
1997-07-29,2.76,14.86
1997-07-30,2.70,15.57
1997-07-31,3.82,16.47
1997-08-01,3.50,17.10
1997-08-02,3.16,15.23
1997-08-03,3.29,16.98
1997-08-04,2.12,13.10
1997-08-05,5.09,9.83
1997-08-06,5.24,9.67
1997-08-07,2.31,12.66
1997-08-08,2.30,10.18
1997-08-09,4.15,8.77
1997-08-10,3.99,8.80
1997-08-11,3.20,11.18
