data,v_vento,t_med
2000-04-07,1.25,24.87
2000-04-08,1.15,21.01
2000-04-09,1.22,21.26
2000-04-10,1.56,19.67
2000-04-11,1.44,20.24
2000-04-12,1.93,19.77
2000-04-13,1.73,19.86
2000-04-14,1.49,21.36
2000-04-15,0.95,20.32
2000-04-16,0.99,20.25
2000-04-17,1.16,18.75
2000-04-18,1.68,18.50
2000-04-19,2.14,19.62
2000-04-20,1.81,15.70
2000-04-21,1.78,15.05
2000-04-22,1.32,15.57
2000-04-23,1.53,17.15
2000-04-24,1.50,16.48
2000-04-25,1.72,16.81
2000-04-26,1.72,17.49
2000-04-27,1.63,18.33
2000-04-28,1.32,18.73
2000-04-29,1.60,18.16
2000-04-30,2.08,18.53
2000-05-01,2.01,19.36
2000-05-02,1.86,20.29
2000-05-03,1.57,20.66
2000-05-04,1.49,20.58
2000-05-05,1.75,21.38
2000-05-06,2.10,18.88
2000-05-07,1.60,14.24
2000-05-08,1.28,13.25
2000-05-09,1.37,15.71
2000-05-10,1.55,14.39
2000-05-11,1.75,14.06
2000-05-12,1.53,15.63
2000-05-13,1.41,15.86
2000-05-14,1.50,16.75
2000-05-15,1.12,16.46
2000-05-16,1.86,17.29
2000-05-17,3.15,16.66
2000-05-18,1.89,13.07
2000-05-19,1.35,14.07
2000-05-20,1.48,13.40
2000-05-21,1.28,13.57
2000-05-22,1.70,13.42
2000-05-23,1.85,14.39
2000-05-24,1.60,16.26
2000-05-25,1.73,16.12
2000-05-26,1.35,12.57
2000-05-27,1.73,14.25
2000-05-28,2.03,14.58
2000-05-29,1.29,10.10
2000-05-30,1.27,12.20
2000-05-31,1.15,12.83
2000-06-01,0.99,13.63
2000-06-02,1.17,12.73
2000-06-03,1.44,14.03
2000-06-04,1.33,15.16
2000-06-05,1.52,16.48
2000-06-06,1.28,15.99
2000-06-07,1.27,15.55
2000-06-08,1.12,15.50
2000-06-09,1.05,15.43
2000-06-10,1.24,16.33
2000-06-11,1.30,16.35
2000-06-12,1.25,16.13
2000-06-13,1.53,16.12
2000-06-14,1.58,16.62
2000-06-15,1.66,17.09
2000-06-16,1.36,17.36
2000-06-17,1.36,17.45
2000-06-18,0.80,15.73
2000-06-19,1.42,16.58
2000-06-20,1.56,14.19
2000-06-21,1.55,12.11
2000-06-22,1.37,8.38
2000-06-23,1.48,9.76
2000-06-24,1.78,12.96
2000-06-25,0.92,16.68
2000-06-26,1.46,16.65
2000-06-27,1.38,17.40
2000-06-28,1.24,15.66
2000-06-29,1.00,15.46
2000-06-30,2.21,15.84
2000-07-01,1.50,13.55
2000-07-02,1.47,16.42
2000-07-03,1.86,15.53
2000-07-04,1.35,13.38
2000-07-05,1.71,14.18
2000-07-06,2.09,14.90
2000-07-07,1.74,14.38
2000-07-08,1.38,15.80
2000-07-09,1.32,16.58
2000-07-10,2.03,17.91
2000-07-11,1.88,16.70
2000-07-12,2.82,10.27
2000-07-13,1.83,5.99
2000-07-14,1.92,8.07
2000-07-15,1.35,9.67
2000-07-16,2.61,8.68
2000-07-17,1.69,4.82
2000-07-18,1.33,5.22
2000-07-19,1.03,7.06
2000-07-20,1.45,5.78
2000-07-21,1.62,6.58
2000-07-22,1.10,11.76
2000-07-23,2.23,12.25
2000-07-24,1.50,7.62
2000-07-25,1.40,9.08
2000-07-26,1.30,11.55
2000-07-27,1.79,11.88
2000-07-28,1.52,11.70
2000-07-29,1.24,12.54
2000-07-30,1.23,13.83
2000-07-31,1.31,13.93
2000-08-01,1.38,14.36
2000-08-02,1.51,16.41
2000-08-03,1.40,14.75
2000-08-04,1.44,12.35
2000-08-05,1.27,9.21
2000-08-06,0.99,11.92
2000-08-07,1.36,16.38
2000-08-08,1.35,17.35
2000-08-09,1.87,17.45
2000-08-10,1.32,14.27
2000-08-11,1.51,12.65
2000-08-12,1.69,8.97
2000-08-13,1.16,11.18
2000-08-14,1.77,13.64
2000-08-15,0.93,15.14
2000-08-16,1.04,15.51
2000-08-17,1.79,13.39
2000-08-18,1.10,15.53
2000-08-19,1.88,14.81
2000-08-20,1.68,15.04
2000-08-21,1.82,17.46
2000-08-22,1.50,17.60
2000-08-23,1.40,18.25
2000-08-24,1.31,18.53
2000-08-25,1.70,19.64
2000-08-26,1.79,19.00
2000-08-27,1.68,15.37
2000-08-28,2.00,15.27
2000-08-29,1.14,14.49
2000-08-30,2.19,14.51
2000-08-31,1.00,14.46
2000-09-01,0.93,14.93
