data,v_vento,t_med
1997-07-19,3.32,17.80
1997-07-20,1.88,15.94
1997-07-21,2.22,16.06
1997-07-22,1.30,16.85
1997-07-23,1.66,17.72
1997-07-24,1.93,18.75
1997-07-25,1.81,19.96
1997-07-26,1.97,21.37
1997-07-27,1.77,20.59
1997-07-28,2.23,21.03
1997-07-29,1.97,21.26
1997-07-30,1.94,21.42
1997-07-31,1.89,21.89
1997-08-01,3.09,21.12
1997-08-02,2.28,20.13
1997-08-03,3.02,19.22
1997-08-04,1.48,13.68
1997-08-05,0.86,11.70
1997-08-06,1.52,14.44
1997-08-07,4.78,13.78
1997-08-08,1.45,13.43
1997-08-09,1.47,13.85
1997-08-10,1.52,15.04
1997-08-11,1.58,15.64
1997-08-12,1.19,16.67
1997-08-13,1.55,19.31
1997-08-14,1.77,21.39
1997-08-15,2.96,23.24
1997-08-16,4.66,24.71
1997-08-17,4.48,25.58
1997-08-18,3.84,25.50
1997-08-19,3.85,25.84
1997-08-20,4.13,20.59
1997-08-21,1.71,14.72
1997-08-22,1.68,15.57
1997-08-23,1.40,15.74
1997-08-24,1.25,13.79
1997-08-25,1.21,15.31
1997-08-26,1.27,17.81
1997-08-27,1.51,21.15
1997-08-28,1.50,22.11
1997-08-29,1.89,23.61
1997-08-30,2.17,23.46
1997-08-31,2.21,24.90
1997-09-01,2.20,24.81
1997-09-02,1.57,20.77
1997-09-03,1.77,20.05
1997-09-04,1.67,20.13
1997-09-05,,
1997-09-06,,
1997-09-07,,
1997-09-08,,
1997-09-09,,
1997-09-10,2.50,19.33
1997-09-11,1.33,17.88
1997-09-12,2.22,19.68
1997-09-13,5.15,27.74
1997-09-14,1.55,22.34
1997-09-15,1.64,17.88
1997-09-16,1.00,17.52
1997-09-17,1.14,21.83
1997-09-18,1.06,21.02
1997-09-19,2.03,19.81
1997-09-20,1.88,19.89
1997-09-21,1.69,20.49
1997-09-22,1.23,19.35
1997-09-23,1.14,21.85
1997-09-24,1.60,23.45
1997-09-25,1.31,21.26
1997-09-26,1.18,20.34
1997-09-27,2.02,22.38
1997-09-28,2.06,25.57
1997-09-29,2.59,22.14
1997-09-30,1.46,22.45
1997-10-01,3.47,20.96
1997-10-02,2.70,16.25
1997-10-03,1.69,20.69
1997-10-04,5.35,24.59
1997-10-05,4.26,22.75
1997-10-06,1.93,17.01
1997-10-07,1.35,18.29
1997-10-08,2.58,20.60
1997-10-09,2.95,23.18
1997-10-10,3.22,20.63
1997-10-11,3.25,23.47
1997-10-12,2.11,25.80
1997-10-13,2.76,27.09
1997-10-14,2.09,26.42
1997-10-15,3.27,25.30
1997-10-16,1.48,21.77
1997-10-17,1.75,20.40
1997-10-18,1.50,19.73
1997-10-19,1.61,22.59
1997-10-20,2.67,22.65
1997-10-21,2.36,22.63
1997-10-22,1.61,22.97
1997-10-23,1.98,25.34
1997-10-24,1.26,23.54
1997-10-25,2.26,22.34
1997-10-26,2.01,23.60
1997-10-27,2.90,25.51
1997-10-28,3.08,28.82
1997-10-29,3.38,26.08
1997-10-30,2.47,24.06
1997-10-31,1.94,24.27
1997-11-01,1.08,23.42
1997-11-02,2.07,25.11
1997-11-03,1.53,23.11
1997-11-04,2.21,24.80
1997-11-05,2.34,26.38
1997-11-06,3.11,22.86
1997-11-07,1.54,23.72
1997-11-08,1.70,26.90
1997-11-09,2.09,27.78
1997-11-10,2.35,27.51
1997-11-11,2.62,28.33
1997-11-12,3.61,26.77
1997-11-13,1.72,21.31
1997-11-14,1.27,20.68
1997-11-15,1.53,23.15
1997-11-16,2.55,24.77
1997-11-17,2.54,24.91
1997-11-18,2.38,24.12
1997-11-19,2.50,23.98
1997-11-20,2.64,25.78
1997-11-21,2.15,23.37
1997-11-22,1.52,22.65
1997-11-23,2.83,22.99
1997-11-24,2.69,23.13
1997-11-25,2.62,23.93
1997-11-26,3.13,24.51
1997-11-27,1.46,24.64
1997-11-28,1.34,25.19
1997-11-29,1.76,24.65
1997-11-30,1.50,26.02
1997-12-01,1.30,24.58
1997-12-02,1.10,24.65
1997-12-03,1.66,25.74
1997-12-04,1.56,25.49
1997-12-05,1.55,26.48
1997-12-06,1.92,25.43
1997-12-07,2.25,25.99
1997-12-08,1.32,26.35
1997-12-09,1.64,25.97
1997-12-10,1.83,25.65
1997-12-11,2.25,23.98
1997-12-12,1.59,26.50
1997-12-13,2.32,26.58
1997-12-14,3.03,23.71
1997-12-15,2.37,23.73
1997-12-16,1.23,24.71
1997-12-17,1.44,24.88
1997-12-18,2.13,26.14
1997-12-19,2.45,28.18
1997-12-20,2.33,29.02
1997-12-21,2.42,27.80
1997-12-22,4.50,29.57
1997-12-23,1.38,25.73
1997-12-24,1.86,27.19
1997-12-25,2.00,28.87
1997-12-26,2.66,30.25
1997-12-27,4.00,31.21
1997-12-28,3.49,28.28
1997-12-29,2.78,27.77
1997-12-30,2.33,26.94
1997-12-31,2.17,25.92
1998-01-01,3.15,28.58
1998-01-02,2.42,26.58
1998-01-03,1.71,27.33
1998-01-04,1.85,28.94
1998-01-05,2.09,30.31
1998-01-06,3.97,30.61
1998-01-07,2.01,24.15
1998-01-08,1.48,24.29
1998-01-09,2.21,25.21
1998-01-10,2.40,25.93
1998-01-11,2.10,26.37
1998-01-12,1.46,27.68
1998-01-13,1.80,27.76
1998-01-14,2.70,27.78
1998-01-15,3.12,25.98
1998-01-16,1.46,25.15
1998-01-17,1.20,26.32
1998-01-18,0.97,27.28
1998-01-19,1.43,27.37
1998-01-20,2.18,30.01
1998-01-21,2.85,30.61
1998-01-22,2.73,29.11
1998-01-23,2.03,27.30
1998-01-24,1.68,27.99
1998-01-25,1.77,27.22
1998-01-26,2.50,30.06
1998-01-27,3.17,28.77
1998-01-28,3.04,29.67
1998-01-29,1.65,28.63
1998-01-30,2.39,25.76
1998-01-31,1.35,24.97
1998-02-01,3.34,23.51
1998-02-02,2.85,24.82
1998-02-03,2.59,26.97
1998-02-04,2.92,24.43
1998-02-05,2.25,24.14
1998-02-06,1.94,28.15
1998-02-07,2.16,24.50
1998-02-08,1.22,25.07
1998-02-09,2.05,27.78
1998-02-10,2.15,23.21
1998-02-11,2.22,21.74
1998-02-12,1.31,21.42
1998-02-13,1.82,24.01
1998-02-14,1.60,25.55
1998-02-15,1.35,26.09
1998-02-16,2.01,26.97
1998-02-17,2.64,26.57
1998-02-18,2.03,28.26
1998-02-19,1.88,27.46
1998-02-20,1.61,24.59
1998-02-21,1.20,25.53
1998-02-22,1.28,25.64
1998-02-23,2.53,27.17
1998-02-24,1.44,28.06
1998-02-25,1.38,26.98
1998-02-26,1.90,26.15
1998-02-27,2.04,23.61
1998-02-28,1.09,23.97
1998-03-01,1.37,22.68
1998-03-02,1.18,21.86
1998-03-03,2.01,26.24
1998-03-04,1.75,27.89
1998-03-05,1.86,28.19
1998-03-06,2.42,29.11
1998-03-07,1.65,28.69
1998-03-08,1.79,27.85
1998-03-09,1.19,27.96
1998-03-10,2.02,27.73
1998-03-11,1.58,24.56
1998-03-12,2.50,24.73
1998-03-13,1.95,24.89
1998-03-14,1.58,22.71
1998-03-15,0.75,22.82
1998-03-16,1.92,23.39
1998-03-17,2.65,20.93
1998-03-18,2.15,21.31
1998-03-19,1.61,24.00
1998-03-20,0.97,23.58
1998-03-21,1.67,24.23
1998-03-22,2.27,23.94
1998-03-23,2.08,24.81
1998-03-24,2.65,25.11
1998-03-25,1.17,22.20
1998-03-26,1.18,17.19
1998-03-27,1.69,21.90
1998-03-28,1.98,23.04
1998-03-29,1.42,22.13
1998-03-30,0.87,23.48
1998-03-31,2.43,24.55
1998-04-01,1.30,22.58
1998-04-02,0.85,22.30
1998-04-03,1.94,21.68
1998-04-04,2.18,20.36
1998-04-05,2.07,21.07
1998-04-06,2.81,23.14
1998-04-07,1.99,20.50
1998-04-08,1.35,19.67
1998-04-09,1.44,22.11
1998-04-10,2.11,26.89
1998-04-11,3.01,27.41
1998-04-12,1.64,28.02
1998-04-13,1.78,27.30
1998-04-14,1.52,24.93
1998-04-15,1.68,22.97
1998-04-16,1.72,21.42
1998-04-17,3.71,20.19
1998-04-18,3.09,17.27
1998-04-19,1.32,17.38
1998-04-20,1.47,18.33
1998-04-21,1.26,22.67
1998-04-22,1.70,24.85
1998-04-23,2.91,22.66
1998-04-24,1.23,22.43
1998-04-25,1.48,21.62
1998-04-26,1.33,22.42
1998-04-27,2.87,23.85
1998-04-28,1.92,20.25
1998-04-29,3.45,15.91
1998-04-30,2.65,15.22
1998-05-01,1.16,14.14
1998-05-02,1.21,15.83
1998-05-03,0.87,16.53
1998-05-04,1.03,17.06
1998-05-05,0.77,17.94
1998-05-06,1.53,17.86
1998-05-07,1.39,17.40
1998-05-08,2.13,19.10
1998-05-09,1.80,20.60
1998-05-10,2.18,22.06
1998-05-11,2.52,22.84
1998-05-12,2.44,23.09
1998-05-13,2.00,21.53
1998-05-14,2.02,19.79
1998-05-15,3.71,17.21
1998-05-16,3.60,14.90
1998-05-17,1.75,14.14
1998-05-18,0.98,15.47
1998-05-19,1.09,17.71
1998-05-20,0.63,18.60
1998-05-21,1.12,19.02
1998-05-22,1.44,20.99
1998-05-23,1.60,22.36
1998-05-24,1.73,21.77
1998-05-25,3.04,23.30
1998-05-26,3.35,20.29
1998-05-27,0.65,15.09
1998-05-28,1.08,15.66
1998-05-29,1.58,17.69
1998-05-30,1.69,16.65
1998-05-31,0.83,13.61
1998-06-01,1.11,13.70
1998-06-02,1.00,13.63
1998-06-03,0.82,14.14
1998-06-04,1.37,15.86
1998-06-05,2.04,17.17
1998-06-06,2.38,18.92
1998-06-07,2.23,21.35
1998-06-08,1.39,21.32
1998-06-09,1.86,20.23
1998-06-10,2.64,19.92
1998-06-11,2.75,17.45
1998-06-12,1.50,15.48
1998-06-13,1.52,15.93
1998-06-14,1.67,18.68
1998-06-15,2.17,18.28
1998-06-16,,
1998-06-17,,
1998-06-18,2.25,13.46
1998-06-19,1.37,13.71
1998-06-20,1.36,13.90
1998-06-21,1.52,16.92
1998-06-22,1.98,19.40
1998-06-23,3.00,18.48
1998-06-24,1.50,14.68
1998-06-25,1.17,10.20
1998-06-26,1.45,12.58
1998-06-27,1.45,14.76
1998-06-28,1.80,17.71
1998-06-29,2.17,20.35
1998-06-30,2.89,22.46
1998-07-01,3.29,21.67
1998-07-02,0.93,18.49
1998-07-03,1.38,20.17
1998-07-04,2.38,21.09
1998-07-05,1.77,20.35
1998-07-06,1.84,21.84
1998-07-07,2.55,22.55
1998-07-08,1.78,19.09
1998-07-09,1.40,13.29
1998-07-10,1.00,11.20
1998-07-11,1.83,13.73
1998-07-12,2.10,14.71
1998-07-13,2.03,16.01
1998-07-14,2.22,16.86
1998-07-15,2.24,17.81
1998-07-16,1.76,19.27
1998-07-17,2.45,21.33
1998-07-18,3.01,18.61
1998-07-19,1.00,16.60
1998-07-20,2.18,19.42
1998-07-21,1.50,20.98
1998-07-22,1.09,21.43
1998-07-23,2.44,23.45
1998-07-24,2.60,23.15
1998-07-25,3.48,20.00
1998-07-26,0.89,14.39
1998-07-27,1.04,15.56
1998-07-28,2.70,21.29
1998-07-29,1.09,17.75
1998-07-30,1.70,15.63
1998-07-31,1.81,19.36
1998-08-01,1.91,17.47
1998-08-02,1.11,16.11
1998-08-03,1.41,15.20
1998-08-04,3.42,16.16
1998-08-05,1.69,16.43
1998-08-06,1.01,15.81
1998-08-07,1.04,15.29
1998-08-08,1.70,18.05
1998-08-09,1.94,19.15
1998-08-10,1.70,19.72
1998-08-11,0.91,21.17
1998-08-12,0.76,19.09
1998-08-13,0.71,19.88
1998-08-14,2.28,20.62
1998-08-15,2.03,17.68
1998-08-16,1.11,18.89
1998-08-17,4.01,23.95
1998-08-18,2.50,18.92
1998-08-19,1.27,19.60
1998-08-20,1.73,20.10
1998-08-21,0.99,20.49
1998-08-22,1.08,20.97
1998-08-23,3.04,22.43
1998-08-24,3.02,24.00
1998-08-25,2.22,22.95
1998-08-26,3.20,16.14
1998-08-27,1.84,14.05
1998-08-28,0.98,12.60
1998-08-29,1.66,15.29
1998-08-30,1.15,15.55
1998-08-31,2.12,17.54
1998-09-01,2.21,20.93
1998-09-02,2.76,24.07
1998-09-03,2.10,20.57
1998-09-04,0.90,18.41
1998-09-05,1.57,17.08
1998-09-06,1.20,15.33
1998-09-07,1.79,18.65
1998-09-08,0.98,17.44
1998-09-09,0.84,18.32
1998-09-10,2.06,19.38
1998-09-11,2.65,22.30
1998-09-12,3.19,25.82
1998-09-13,1.57,20.89
1998-09-14,0.90,18.33
1998-09-15,1.43,21.09
1998-09-16,2.28,22.13
1998-09-17,2.07,24.53
1998-09-18,3.61,20.22
1998-09-19,1.85,13.83
1998-09-20,1.50,12.95
